Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type,month,day,hour,Usage_kWh_rolling_avg_3hr,Usage_kWh_lag_1hr
3.17,0.0,16.27,0.0,100.0,19.12,1,3,0,7,22,22,3.1566666666666756,3.17
3.1,0.0,13.68,0.0,100.0,22.1,1,3,0,7,22,22,3.1466666666666767,3.17
2.95,0.0,4.1,0.0,100.0,58.4,1,3,0,7,22,22,3.073333333333343,3.1
3.06,0.0,4.07,0.0,100.0,60.09,1,3,0,7,22,22,3.0366666666666764,2.95
2.95,0.0,4.14,0.0,100.0,58.03,1,3,0,7,22,23,2.9866666666666766,3.06
2.88,0.0,4.9,0.0,100.0,50.67,1,3,0,7,22,23,2.963333333333343,2.95
2.92,0.0,4.72,0.0,100.0,52.61,1,3,0,7,22,23,2.9166666666666763,2.88
2.92,0.0,4.68,0.0,100.0,52.93,0,1,0,7,23,0,2.9066666666666765,2.92
2.95,0.0,4.68,0.0,100.0,53.32,0,1,0,7,23,0,2.930000000000009,2.92
2.95,0.0,4.57,0.0,100.0,54.23,0,1,0,7,23,0,2.9400000000000097,2.95
2.84,0.0,4.86,0.0,100.0,50.45,0,1,0,7,23,0,2.913333333333343,2.95
3.1,0.0,4.36,0.0,100.0,57.95,0,1,0,7,23,1,2.963333333333343,2.84
4.18,0.0,5.87,0.0,100.0,58.01,0,1,0,7,23,1,3.3733333333333424,3.1
3.49,0.0,5.15,0.0,100.0,56.1,0,1,0,7,23,1,3.590000000000009,4.18
2.95,0.0,4.43,0.0,100.0,55.43,0,1,0,7,23,1,3.54000000000001,3.49
2.95,0.0,4.54,0.0,100.0,54.49,0,1,0,7,23,2,3.1300000000000097,2.95
2.92,0.0,4.61,0.0,100.0,53.51,0,1,0,7,23,2,2.9400000000000097,2.95
2.99,0.0,4.46,0.0,100.0,55.68,0,1,0,7,23,2,2.9533333333333425,2.92
2.92,0.0,4.5,0.0,100.0,54.43,0,1,0,7,23,2,2.9433333333333427,2.99
2.95,0.0,4.5,0.0,100.0,54.83,0,1,0,7,23,3,2.9533333333333425,2.92
2.95,0.0,4.54,0.0,100.0,54.49,0,1,0,7,23,3,2.9400000000000097,2.95
2.88,3.56,1.3,0.0,62.89,91.14,0,1,0,7,23,3,2.9266666666666765,2.95
2.84,5.04,0.0,0.0,49.09,100.0,0,1,0,7,23,3,2.8900000000000095,2.88
2.84,5.11,0.0,0.0,48.58,100.0,0,1,0,7,23,4,2.8533333333333424,2.84
2.92,5.08,0.0,0.0,49.83,100.0,0,1,0,7,23,4,2.866666666666676,2.84
2.92,5.15,0.0,0.0,49.32,100.0,0,1,0,7,23,4,2.893333333333343,2.92
2.88,5.04,0.0,0.0,49.61,100.0,0,1,0,7,23,4,2.9066666666666756,2.92
2.77,4.97,0.0,0.0,48.68,100.0,0,1,0,7,23,5,2.8566666666666762,2.88
2.81,5.04,0.0,0.0,48.7,100.0,0,1,0,7,23,5,2.8200000000000096,2.77
2.81,4.97,0.0,0.0,49.22,100.0,0,1,0,7,23,5,2.796666666666676,2.81
3.31,4.54,0.0,0.0,58.91,100.0,0,1,0,7,23,5,2.976666666666676,2.81
2.84,4.82,0.0,0.0,50.76,100.0,0,1,0,7,23,6,2.9866666666666766,3.31
2.77,4.61,0.0,0.0,51.5,100.0,0,1,0,7,23,6,2.973333333333343,2.84
2.77,4.64,0.0,0.0,51.26,100.0,0,1,0,7,23,6,2.7933333333333423,2.77
3.17,4.54,0.0,0.0,57.25,100.0,0,1,0,7,23,7,2.903333333333343,2.77
3.49,4.64,0.0,0.0,60.11,100.0,0,1,0,7,23,7,3.143333333333343,3.17
3.67,4.32,0.0,0.0,64.74,100.0,0,1,0,7,23,7,3.4433333333333427,3.49
3.74,4.61,0.0,0.0,63.0,100.0,0,1,0,7,23,7,3.633333333333343,3.67
3.74,4.28,0.0,0.0,65.8,100.0,0,1,0,7,23,8,3.716666666666676,3.74
20.59,22.46,0.0,0.01,67.58,100.0,0,1,0,7,23,8,9.356666666666676,3.74
48.96,51.26,0.0,0.02,69.07,100.0,0,1,0,7,23,8,24.430000000000007,20.59
73.55,68.4,0.0,0.03,73.23,100.0,0,1,0,7,23,8,47.70000000000001,48.96
49.28,30.78,0.0,0.02,84.82,100.0,0,1,0,7,23,9,57.26333333333334,73.55
72.36,48.74,0.0,0.03,82.94,100.0,0,1,2,7,23,9,65.06333333333335,49.28
56.99,35.93,0.0,0.03,84.59,100.0,0,1,2,7,23,9,59.54333333333335,72.36
67.32,47.81,0.0,0.03,81.53,100.0,0,1,2,7,23,9,65.55666666666669,56.99
45.4,28.26,0.0,0.02,84.9,100.0,0,1,2,7,23,10,56.570000000000014,67.32
48.85,32.0,0.0,0.02,83.65,100.0,0,1,1,7,23,10,53.85666666666668,45.4
54.79,35.53,0.0,0.03,83.9,100.0,0,1,1,7,23,10,49.680000000000014,48.85
59.0,41.47,0.0,0.03,81.81,100.0,0,1,1,7,23,10,54.213333333333345,54.79
62.78,45.86,0.0,0.03,80.75,100.0,0,1,1,7,23,11,58.85666666666668,59.0
65.16,60.52,0.0,0.03,73.27,100.0,0,1,1,7,23,11,62.313333333333354,62.78
60.01,60.55,0.0,0.03,70.39,100.0,0,1,1,7,23,11,62.65000000000001,65.16
51.8,54.58,0.0,0.02,68.84,100.0,0,1,1,7,23,11,58.990000000000016,60.01
52.81,50.9,0.0,0.02,72.0,100.0,0,1,1,7,23,12,54.873333333333356,51.8
6.16,4.07,5.33,0.0,83.43,75.62,0,1,2,7,23,12,36.92333333333335,52.81
5.36,0.0,10.76,0.0,100.0,44.59,0,1,2,7,23,12,21.443333333333353,6.16
5.44,0.0,9.68,0.0,100.0,48.99,0,1,2,7,23,12,5.653333333333353,5.36
5.33,0.0,9.72,0.0,100.0,48.08,0,1,2,7,23,13,5.3766666666666865,5.44
42.84,29.48,1.48,0.02,82.38,99.94,0,1,1,7,23,13,17.870000000000022,5.33
66.53,49.57,0.0,0.03,80.19,100.0,0,1,1,7,23,13,38.233333333333356,42.84
57.2,42.05,0.0,0.03,80.57,100.0,0,1,1,7,23,13,55.52333333333335,66.53
59.94,44.03,0.0,0.03,80.59,100.0,0,1,1,7,23,14,61.22333333333336,57.2
63.83,36.72,0.0,0.03,86.68,100.0,0,1,1,7,23,14,60.32333333333335,59.94
61.45,32.08,0.0,0.03,88.65,100.0,0,1,1,7,23,14,61.740000000000016,63.83
55.58,28.3,0.0,0.03,89.11,100.0,0,1,1,7,23,14,60.28666666666669,61.45
57.82,29.59,0.0,0.03,89.02,100.0,0,1,1,7,23,15,58.28333333333335,55.58
54.14,26.46,0.0,0.02,89.84,100.0,0,1,1,7,23,15,55.846666666666685,57.82
74.92,45.4,0.0,0.03,85.52,100.0,0,1,1,7,23,15,62.29333333333335,54.14
59.65,33.23,0.0,0.03,87.36,100.0,0,1,1,7,23,15,62.90333333333336,74.92
70.7,44.24,0.0,0.03,84.77,100.0,0,1,1,7,23,16,68.42333333333336,59.65
59.26,33.84,0.0,0.03,86.84,100.0,0,1,1,7,23,16,63.203333333333354,70.7
55.51,30.06,0.0,0.03,87.93,100.0,0,1,1,7,23,16,61.82333333333336,59.26
65.7,39.92,0.0,0.03,85.46,100.0,0,1,1,7,23,16,60.156666666666695,55.51
56.48,30.67,0.0,0.03,87.88,100.0,0,1,1,7,23,17,59.230000000000025,65.7
63.0,25.96,0.0,0.03,92.46,100.0,0,1,2,7,23,17,61.726666666666695,56.48
83.88,29.81,0.61,0.04,94.23,100.0,0,1,2,7,23,17,67.78666666666669,63.0
29.92,0.04,5.83,0.01,100.0,98.15,0,1,2,7,23,17,58.933333333333366,83.88
30.85,0.0,6.77,0.01,100.0,97.68,0,1,2,7,23,18,48.2166666666667,29.92
57.64,25.2,1.44,0.03,91.63,99.97,0,1,2,7,23,18,39.470000000000034,30.85
103.43,54.68,0.0,0.05,88.41,100.0,0,1,2,7,23,18,63.97333333333338,57.64
76.61,30.2,0.0,0.04,93.03,100.0,0,1,2,7,23,18,79.2266666666667,103.43
93.38,27.43,0.0,0.04,95.95,100.0,0,1,2,7,23,19,91.14000000000003,76.61
79.99,23.65,0.0,0.04,95.9,100.0,0,1,2,7,23,19,83.3266666666667,93.38
99.29,34.42,0.0,0.05,94.48,100.0,0,1,2,7,23,19,90.8866666666667,79.99
88.34,26.57,0.0,0.04,95.76,100.0,0,1,2,7,23,19,89.2066666666667,99.29
74.3,23.36,0.0,0.03,95.4,100.0,0,1,2,7,23,20,87.31000000000004,88.34
101.09,33.84,0.0,0.05,94.83,100.0,0,1,2,7,23,20,87.91000000000003,74.3
67.5,20.34,0.0,0.03,95.75,100.0,0,1,2,7,23,20,80.96333333333337,101.09
61.38,18.25,0.0,0.03,95.85,100.0,0,1,2,7,23,20,76.65666666666671,67.5
38.27,9.58,2.41,0.02,97.01,99.8,0,1,2,7,23,21,55.7166666666667,61.38
5.0,0.0,24.34,0.0,100.0,20.12,0,1,2,7,23,21,34.88333333333337,38.27
4.21,0.0,16.49,0.0,100.0,24.74,0,1,2,7,23,21,15.826666666666702,5.0
3.85,0.0,16.27,0.0,100.0,23.03,0,1,2,7,23,21,4.353333333333366,4.21
3.89,0.0,16.16,0.0,100.0,23.4,0,1,2,7,23,22,3.9833333333333663,3.85
3.85,0.0,13.43,0.0,100.0,27.56,0,1,2,7,23,22,3.8633333333333666,3.89
3.64,0.0,3.92,0.0,100.0,68.05,0,1,2,7,23,22,3.7933333333333668,3.85
3.49,0.0,4.46,0.0,100.0,61.63,0,1,2,7,23,22,3.6600000000000334,3.64
3.06,0.0,4.68,0.0,100.0,54.72,0,1,2,7,23,23,3.3966666666667003,3.49
2.84,0.0,4.9,0.0,100.0,50.15,0,1,0,7,23,23,3.130000000000033,3.06
2.81,0.0,4.97,0.0,100.0,49.22,0,1,0,7,23,23,2.9033333333333666,2.84
2.77,0.0,5.0,0.0,100.0,48.46,0,1,0,7,23,23,2.8066666666667,2.81
2.81,0.0,4.79,0.0,100.0,50.6,0,5,0,7,24,0,2.7966666666667,2.77
3.53,0.0,4.46,0.0,100.0,62.06,0,5,0,7,24,0,3.0366666666666995,2.81
2.99,0.0,4.5,0.0,100.0,55.34,0,5,0,7,24,0,3.110000000000033,3.53
2.88,5.26,0.0,0.0,48.03,100.0,0,5,0,7,24,0,3.1333333333333666,2.99
2.81,0.0,4.57,0.0,100.0,52.38,0,5,0,7,24,1,2.8933333333333664,2.88
2.92,0.0,4.5,0.0,100.0,54.43,0,5,0,7,24,1,2.870000000000033,2.81
2.92,0.0,4.32,0.0,100.0,56.0,0,5,0,7,24,1,2.883333333333366,2.92
2.88,0.0,4.64,0.0,100.0,52.74,0,5,0,7,24,1,2.9066666666666996,2.92
2.92,0.0,4.61,0.0,100.0,53.51,0,5,0,7,24,2,2.9066666666666996,2.88
2.99,0.0,4.79,0.0,100.0,52.95,0,5,0,7,24,2,2.930000000000033,2.92
3.46,0.0,4.93,0.0,100.0,57.45,0,5,0,7,24,2,3.123333333333367,2.99
2.92,0.0,4.43,0.0,100.0,55.03,0,5,0,7,24,2,3.123333333333367,3.46
2.92,0.0,4.32,0.0,100.0,56.0,0,5,0,7,24,3,3.1000000000000334,2.92
2.95,0.0,4.32,0.0,100.0,56.39,0,5,0,7,24,3,2.930000000000033,2.92
3.06,3.67,1.3,0.0,64.04,92.04,0,5,0,7,24,3,2.9766666666667,2.95
3.02,5.22,0.0,0.0,50.08,100.0,0,5,0,7,24,3,3.0100000000000335,3.06
2.95,5.11,0.0,0.0,50.0,100.0,0,5,0,7,24,4,3.0100000000000335,3.02
2.99,5.26,0.0,0.0,49.42,100.0,0,5,0,7,24,4,2.9866666666667,2.95
2.92,5.11,0.0,0.0,49.61,100.0,0,5,0,7,24,4,2.9533333333333665,2.99
2.92,5.15,0.0,0.0,49.32,100.0,0,5,0,7,24,4,2.9433333333333667,2.92
2.95,5.29,0.0,0.0,48.7,100.0,0,5,0,7,24,5,2.930000000000033,2.92
3.35,5.72,0.0,0.0,50.54,100.0,0,5,0,7,24,5,3.0733333333333666,2.95
2.92,5.47,0.0,0.0,47.09,100.0,0,5,0,7,24,6,3.0733333333333666,3.35
2.95,5.29,0.0,0.0,48.7,100.0,0,5,0,7,24,6,3.0733333333333666,2.92
2.92,5.29,0.0,0.0,48.33,100.0,0,5,0,7,24,6,2.9300000000000335,2.95
3.02,5.11,0.0,0.0,50.88,100.0,0,5,0,7,24,6,2.9633333333333667,2.92
2.88,4.93,0.0,0.0,50.44,100.0,0,5,0,7,24,7,2.9400000000000333,3.02
3.46,4.5,0.0,0.0,60.95,100.0,0,5,0,7,24,7,3.120000000000033,2.88
3.49,4.54,0.0,0.0,60.95,100.0,0,5,0,7,24,7,3.2766666666666997,3.46
3.56,4.28,0.0,0.0,63.95,100.0,0,5,0,7,24,7,3.5033333333333663,3.49
3.38,3.71,0.0,0.0,67.35,100.0,0,5,0,7,24,8,3.4766666666667,3.56
34.06,31.9,0.0,0.02,72.99,100.0,0,5,0,7,24,8,13.6666666666667,3.38
71.32,54.18,0.0,0.03,79.63,100.0,0,5,0,7,24,8,36.253333333333366,34.06
94.61,65.88,0.0,0.04,82.06,100.0,0,5,0,7,24,8,66.66333333333337,71.32
96.41,63.36,0.0,0.04,83.57,100.0,0,5,0,7,24,9,87.4466666666667,94.61
82.19,47.92,0.0,0.04,86.39,100.0,0,5,2,7,24,9,91.07000000000004,96.41
93.02,49.9,0.0,0.04,88.12,100.0,0,5,2,7,24,9,90.54000000000002,82.19
92.52,48.28,0.0,0.04,88.66,100.0,0,5,2,7,24,9,89.24333333333338,93.02
78.41,39.35,0.0,0.04,89.38,100.0,0,5,2,7,24,10,87.98333333333336,92.52
97.06,48.06,0.0,0.04,89.62,100.0,0,5,1,7,24,10,89.33000000000004,78.41
99.18,57.35,0.0,0.05,86.57,100.0,0,5,1,7,24,10,91.55000000000003,97.06
104.94,57.02,0.0,0.05,87.87,100.0,0,5,1,7,24,10,100.39333333333336,99.18
105.37,57.92,0.0,0.05,87.63,100.0,0,5,1,7,24,11,103.16333333333337,104.94
102.56,69.91,0.0,0.05,82.63,100.0,0,5,1,7,24,11,104.29000000000003,105.37
103.64,72.76,0.0,0.05,81.84,100.0,0,5,1,7,24,11,103.8566666666667,102.56
88.06,64.37,0.0,0.04,80.73,100.0,0,5,1,7,24,11,98.0866666666667,103.64
102.92,71.06,0.0,0.05,82.29,100.0,0,5,1,7,24,12,98.2066666666667,88.06
7.27,5.26,4.75,0.0,81.02,83.72,0,5,2,7,24,12,66.08333333333337,102.92
5.65,0.0,9.54,0.0,100.0,50.96,0,5,2,7,24,12,38.613333333333365,7.27
5.51,0.0,8.86,0.0,100.0,52.81,0,5,2,7,24,12,6.143333333333366,5.65
5.4,0.0,9.0,0.0,100.0,51.45,0,5,2,7,24,13,5.520000000000034,5.51
42.08,25.38,2.34,0.02,85.63,99.85,0,5,1,7,24,13,17.663333333333366,5.4
83.56,56.16,0.0,0.04,83.0,100.0,0,5,1,7,24,13,43.680000000000035,42.08
103.64,56.23,0.0,0.05,87.9,100.0,0,5,1,7,24,13,76.42666666666669,83.56
94.21,52.67,0.0,0.04,87.29,100.0,0,5,1,7,24,14,93.80333333333336,103.64
56.38,26.89,0.0,0.03,90.26,100.0,0,5,1,7,24,14,84.74333333333337,94.21
55.8,27.83,0.0,0.03,89.49,100.0,0,5,1,7,24,14,68.7966666666667,56.38
61.02,31.93,0.0,0.03,88.6,100.0,0,5,1,7,24,14,57.73333333333337,55.8
66.96,34.96,0.0,0.03,88.65,100.0,0,5,1,7,24,15,61.260000000000026,61.02
66.49,35.86,0.0,0.03,88.02,100.0,0,5,1,7,24,15,64.82333333333337,66.96
56.74,27.18,0.0,0.03,90.19,100.0,0,5,1,7,24,15,63.396666666666704,66.49
53.64,25.81,0.0,0.02,90.11,100.0,0,5,1,7,24,15,58.9566666666667,56.74
58.46,25.67,0.0,0.03,91.56,100.0,0,5,1,7,24,16,56.28000000000003,53.64
51.52,26.32,0.0,0.02,89.05,100.0,0,5,1,7,24,16,54.54000000000003,58.46
55.84,29.27,0.0,0.03,88.57,100.0,0,5,1,7,24,16,55.27333333333337,51.52
58.32,29.88,0.0,0.03,89.0,100.0,0,5,1,7,24,16,55.22666666666671,55.84
55.44,18.72,0.0,0.03,94.74,100.0,0,5,1,7,24,17,56.53333333333336,58.32
54.94,18.04,0.0,0.03,95.01,100.0,0,5,2,7,24,17,56.23333333333337,55.44
43.63,8.64,2.02,0.02,98.1,99.89,0,5,2,7,24,17,51.3366666666667,54.94
29.12,0.0,8.64,0.01,100.0,95.87,0,5,2,7,24,17,42.56333333333337,43.63
30.28,0.0,8.17,0.01,100.0,96.55,0,5,2,7,24,18,34.34333333333337,29.12
49.68,25.34,1.69,0.02,89.08,99.94,0,5,2,7,24,18,36.360000000000035,30.28
56.16,35.82,0.0,0.03,84.31,100.0,0,5,2,7,24,18,45.37333333333336,49.68
58.61,28.91,0.0,0.03,89.68,100.0,0,5,2,7,24,18,54.8166666666667,56.16
54.68,18.86,0.0,0.03,94.53,100.0,0,5,2,7,24,19,56.48333333333337,58.61
46.91,13.82,0.0,0.02,95.92,100.0,0,5,2,7,24,19,53.400000000000034,54.68
57.89,24.01,0.0,0.03,92.37,100.0,0,5,2,7,24,19,53.16000000000003,46.91
58.5,21.82,0.0,0.03,93.69,100.0,0,5,2,7,24,19,54.433333333333366,57.89
46.66,13.93,0.0,0.02,95.82,100.0,0,5,2,7,24,20,54.35000000000003,58.5
52.56,18.86,0.0,0.02,94.12,100.0,0,5,2,7,24,20,52.57333333333337,46.66
61.27,25.2,0.0,0.03,92.48,100.0,0,5,2,7,24,20,53.496666666666705,52.56
39.02,8.03,1.8,0.02,97.95,99.89,0,5,2,7,24,20,50.950000000000045,61.27
29.16,0.0,6.19,0.01,100.0,97.82,0,5,2,7,24,21,43.15000000000004,39.02
8.68,0.0,18.65,0.0,100.0,42.2,0,5,2,7,24,21,25.620000000000037,29.16
3.92,0.0,18.5,0.0,100.0,20.73,0,5,2,7,24,21,13.920000000000035,8.68
3.85,0.0,18.22,0.0,100.0,20.67,0,5,2,7,24,21,5.483333333333369,3.92
3.82,0.0,16.92,0.0,100.0,22.02,0,5,2,7,24,22,3.863333333333369,3.85
3.64,1.04,5.47,0.0,96.15,55.4,0,5,2,7,24,22,3.7700000000000355,3.82
3.56,5.08,0.0,0.0,57.39,100.0,0,5,2,7,24,22,3.673333333333369,3.64
3.56,5.36,0.0,0.0,55.33,100.0,0,5,2,7,24,22,3.586666666666702,3.56
3.53,5.44,0.0,0.0,54.43,100.0,0,5,2,7,24,23,3.550000000000035,3.56
2.95,5.44,0.0,0.0,47.67,100.0,0,5,0,7,24,23,3.3466666666667018,3.53
2.88,5.11,0.0,0.0,49.1,100.0,0,5,0,7,24,23,3.120000000000035,2.95
2.84,5.0,0.0,0.0,49.39,100.0,0,6,0,7,25,0,2.8900000000000357,2.88
3.13,4.61,0.0,0.0,56.17,100.0,0,6,0,7,25,0,2.9500000000000353,2.84
3.24,4.61,0.0,0.0,57.5,100.0,0,6,0,7,25,0,3.070000000000036,3.13
2.74,4.03,0.0,0.0,56.23,100.0,0,6,0,7,25,0,3.036666666666702,3.24
2.84,4.25,0.0,0.0,55.56,100.0,0,6,0,7,25,1,2.9400000000000355,2.74
3.13,4.28,0.0,0.0,59.03,100.0,0,6,0,7,25,1,2.9033333333333693,2.84
3.06,4.5,0.0,0.0,56.23,100.0,0,6,0,7,25,1,3.0100000000000353,3.13
2.99,4.54,0.0,0.0,55.0,100.0,0,6,0,7,25,1,3.0600000000000356,3.06
2.99,4.57,0.0,0.0,54.75,100.0,0,6,0,7,25,2,3.013333333333369,2.99
3.02,4.57,0.0,0.0,55.13,100.0,0,6,0,7,25,2,3.0000000000000355,2.99
3.02,4.5,0.0,0.0,55.73,100.0,0,6,0,7,25,2,3.0100000000000353,3.02
2.99,4.5,0.0,0.0,55.34,100.0,0,6,0,7,25,2,3.0100000000000353,3.02
2.95,4.32,0.0,0.0,56.39,100.0,0,6,0,7,25,3,2.9866666666667023,2.99
3.17,4.1,0.0,0.0,61.17,100.0,0,6,0,7,25,3,3.0366666666667026,2.95
3.31,4.21,0.0,0.0,61.81,100.0,0,6,0,7,25,3,3.1433333333333686,3.17
3.24,4.28,0.0,0.0,60.36,100.0,0,6,0,7,25,3,3.2400000000000353,3.31
3.35,4.28,0.0,0.0,61.64,100.0,0,6,0,7,25,4,3.300000000000036,3.24
3.2,4.32,0.0,0.0,59.52,100.0,0,6,0,7,25,4,3.263333333333369,3.35
3.17,4.32,0.0,0.0,59.16,100.0,0,6,0,7,25,4,3.2400000000000357,3.2
3.2,4.39,0.0,0.0,58.9,100.0,0,6,0,7,25,4,3.1900000000000355,3.17
3.13,4.39,0.0,0.0,58.05,100.0,0,6,0,7,25,5,3.166666666666702,3.2
3.2,4.61,0.0,0.0,57.02,100.0,0,6,0,7,25,5,3.176666666666702,3.13
3.17,4.61,0.0,0.0,56.66,100.0,0,6,0,7,25,5,3.166666666666702,3.2
3.56,4.9,0.0,0.0,58.78,100.0,0,6,0,7,25,6,3.3100000000000356,3.17
3.78,4.75,0.0,0.0,62.27,100.0,0,6,0,7,25,6,3.503333333333369,3.56
3.31,4.57,0.0,0.0,58.66,100.0,0,6,0,7,25,6,3.550000000000036,3.78
3.06,4.25,0.0,0.0,58.43,100.0,0,6,0,7,25,6,3.383333333333369,3.31
3.13,4.25,0.0,0.0,59.3,100.0,0,6,0,7,25,7,3.166666666666702,3.06
3.17,4.21,0.0,0.0,60.15,100.0,0,6,0,7,25,7,3.120000000000035,3.13
3.82,4.68,0.0,0.0,63.23,100.0,0,6,0,7,25,7,3.3733333333333686,3.17
4.14,6.08,0.0,0.0,56.28,100.0,0,6,0,7,25,7,3.710000000000035,3.82
3.82,5.36,0.0,0.0,58.04,100.0,0,6,0,7,25,8,3.926666666666702,4.14
17.75,18.76,0.0,0.01,68.73,100.0,0,6,0,7,25,8,8.570000000000036,3.82
49.68,48.35,0.0,0.02,71.66,100.0,0,6,0,7,25,8,23.75000000000004,17.75
57.17,48.49,0.0,0.03,76.26,100.0,0,6,0,7,25,8,41.53333333333337,49.68
59.9,25.06,0.0,0.03,92.25,100.0,0,6,0,7,25,9,55.58333333333337,57.17
57.38,19.76,0.0,0.03,94.55,100.0,0,6,2,7,25,9,58.150000000000034,59.9
59.33,21.49,0.0,0.03,94.02,100.0,0,6,2,7,25,9,58.87000000000003,57.38
46.91,13.14,0.0,0.02,96.29,100.0,0,6,2,7,25,9,54.54000000000003,59.33
47.74,12.06,0.07,0.02,96.95,100.0,0,6,2,7,25,10,51.3266666666667,46.91
49.14,14.47,0.0,0.02,95.93,100.0,0,6,1,7,25,10,47.930000000000035,47.74
48.96,13.54,0.0,0.02,96.38,100.0,0,6,1,7,25,10,48.61333333333337,49.14
47.74,12.74,0.0,0.02,96.62,100.0,0,6,1,7,25,10,48.613333333333365,48.96
51.26,13.93,0.0,0.02,96.5,100.0,0,6,1,7,25,11,49.32000000000004,47.74
58.18,32.47,0.0,0.03,87.32,100.0,0,6,1,7,25,11,52.39333333333337,51.26
46.44,28.22,0.0,0.02,85.46,100.0,0,6,1,7,25,11,51.960000000000036,58.18
57.96,37.22,0.0,0.03,84.14,100.0,0,6,1,7,25,11,54.193333333333364,46.44
40.43,24.55,0.11,0.02,85.48,100.0,0,6,1,7,25,12,48.2766666666667,57.96
4.39,0.0,12.56,0.0,100.0,32.99,0,6,2,7,25,12,34.26000000000003,40.43
5.44,0.0,23.69,0.0,100.0,22.38,0,6,2,7,25,12,16.75333333333337,4.39
5.65,0.0,24.98,0.0,100.0,22.06,0,6,2,7,25,12,5.160000000000036,5.44
5.58,0.0,24.98,0.0,100.0,21.8,0,6,2,7,25,13,5.556666666666703,5.65
28.26,5.0,8.5,0.01,98.47,95.76,0,6,1,7,25,13,13.16333333333337,5.58
49.75,17.64,0.0,0.02,94.25,100.0,0,6,1,7,25,13,27.863333333333372,28.26
51.3,16.09,0.0,0.02,95.42,100.0,0,6,1,7,25,13,43.103333333333374,49.75
54.9,24.55,0.0,0.03,91.29,100.0,0,6,1,7,25,14,51.98333333333337,51.3
57.53,25.85,0.0,0.03,91.21,100.0,0,6,1,7,25,14,54.5766666666667,54.9
60.23,32.0,0.0,0.03,88.31,100.0,0,6,1,7,25,14,57.55333333333337,57.53
56.88,23.65,0.0,0.03,92.34,100.0,0,6,1,7,25,14,58.21333333333337,60.23
63.4,33.01,0.0,0.03,88.7,100.0,0,6,1,7,25,15,60.17000000000004,56.88
45.18,13.25,0.0,0.02,95.96,100.0,0,6,1,7,25,15,55.153333333333364,63.4
52.6,19.44,0.0,0.02,93.8,100.0,0,6,1,7,25,15,53.72666666666671,45.18
56.88,26.42,0.0,0.03,90.69,100.0,0,6,1,7,25,15,51.55333333333337,52.6
54.18,19.73,0.0,0.02,93.96,100.0,0,6,1,7,25,16,54.55333333333337,56.88
63.0,19.26,0.0,0.03,95.63,100.0,0,6,1,7,25,16,58.02000000000004,54.18
81.76,32.08,0.0,0.04,93.09,100.0,0,6,1,7,25,16,66.31333333333338,63.0
98.93,37.22,0.0,0.05,93.6,100.0,0,6,1,7,25,16,81.23000000000003,81.76
90.9,31.72,0.0,0.04,94.42,100.0,0,6,1,7,25,17,90.53000000000004,98.93
92.56,35.71,0.0,0.04,93.3,100.0,0,6,2,7,25,17,94.13000000000004,90.9
90.94,31.9,0.97,0.04,94.36,99.99,0,6,2,7,25,17,91.4666666666667,92.56
29.84,0.0,7.99,0.01,100.0,96.6,0,6,2,7,25,17,71.11333333333336,90.94
30.17,0.0,7.49,0.01,100.0,97.05,0,6,2,7,25,18,50.3166666666667,29.84
48.78,21.35,1.58,0.02,91.61,99.95,0,6,2,7,25,18,36.26333333333337,30.17
93.17,58.64,0.0,0.04,84.63,100.0,0,6,2,7,25,18,57.37333333333337,48.78
103.86,51.73,0.0,0.05,89.51,100.0,0,6,2,7,25,18,81.93666666666671,93.17
84.28,41.26,0.0,0.04,89.81,100.0,0,6,2,7,25,19,93.77000000000002,103.86
94.64,40.9,0.0,0.04,91.79,100.0,0,6,2,7,25,19,94.26000000000003,84.28
92.09,34.24,0.0,0.04,93.73,100.0,0,6,2,7,25,19,90.3366666666667,94.64
79.67,27.65,0.0,0.04,94.47,100.0,0,6,2,7,25,19,88.80000000000003,92.09
113.47,42.8,0.0,0.05,93.57,100.0,0,6,2,7,25,20,95.07666666666671,79.67
84.28,30.96,0.0,0.04,93.87,100.0,0,6,2,7,25,20,92.47333333333336,113.47
105.55,37.62,0.0,0.05,94.2,100.0,0,6,2,7,25,20,101.10000000000002,84.28
69.91,19.55,3.92,0.03,96.31,99.84,0,6,2,7,25,20,86.58000000000004,105.55
8.86,0.0,23.58,0.0,100.0,35.17,0,6,2,7,25,21,61.440000000000026,69.91
6.16,0.0,24.59,0.0,100.0,24.3,0,6,2,7,25,21,28.31000000000003,8.86
3.64,0.0,25.81,0.0,100.0,13.96,0,6,2,7,25,21,6.2200000000000335,6.16
3.56,0.0,25.09,0.0,100.0,14.05,0,6,2,7,25,21,4.453333333333366,3.64
3.53,0.0,23.22,0.0,100.0,15.03,0,6,2,7,25,22,3.5766666666667,3.56
3.42,0.83,6.62,0.0,97.18,45.9,0,6,2,7,25,22,3.5033333333333663,3.53
3.31,3.78,0.0,0.0,65.88,100.0,0,6,2,7,25,22,3.4200000000000332,3.42
3.24,3.82,0.0,0.0,64.68,100.0,0,6,2,7,25,22,3.3233333333333666,3.31
3.28,3.82,0.0,0.0,65.14,100.0,0,6,2,7,25,23,3.2766666666666997,3.24
