Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type,month,day,hour
48.24,13.28,0.0,0.02,96.41,100.0,0,0,1,7,27,16
54.4,17.5,0.0,0.02,95.2,100.0,0,0,1,7,27,17
53.21,17.6,0.0,0.02,94.94,100.0,0,0,2,7,27,17
39.85,7.74,1.91,0.02,98.17,99.89,0,0,2,7,27,17
25.31,0.0,10.55,0.01,100.0,92.3,0,0,2,7,27,17
25.56,0.0,10.22,0.01,100.0,92.85,0,0,2,7,27,18
29.52,11.23,2.2,0.01,93.47,99.72,0,0,2,7,27,18
45.97,29.81,0.0,0.02,83.9,100.0,0,0,2,7,27,18
52.85,28.12,0.0,0.02,88.28,100.0,0,0,2,7,27,18
67.57,32.76,0.0,0.03,89.98,100.0,0,0,2,7,27,19
50.87,20.48,0.0,0.02,92.76,100.0,0,0,2,7,27,19
54.32,19.26,0.0,0.02,94.25,100.0,0,0,2,7,27,19
55.08,26.46,0.04,0.03,90.14,100.0,0,0,2,7,27,19
34.24,3.1,0.54,0.02,99.59,99.99,0,0,2,7,27,20
32.87,2.52,0.68,0.02,99.71,99.98,0,0,2,7,27,20
40.14,6.77,0.25,0.02,98.61,100.0,0,0,2,7,27,20
48.13,16.63,0.25,0.02,94.52,100.0,0,0,2,7,27,20
15.8,0.68,15.8,0.01,99.91,70.71,0,0,2,7,27,21
6.77,0.0,22.9,0.0,100.0,28.35,0,0,2,7,27,21
4.36,0.0,17.78,0.0,100.0,23.82,0,0,2,7,27,21
3.82,0.0,17.14,0.0,100.0,21.75,0,0,2,7,27,21
3.85,0.0,16.02,0.0,100.0,23.37,0,0,2,7,27,22
3.78,1.15,5.29,0.0,95.67,58.14,0,0,2,7,27,22
3.1,5.51,0.0,0.0,49.03,100.0,0,0,2,7,27,22
2.92,5.18,0.0,0.0,49.11,100.0,0,0,2,7,27,22
2.92,5.26,0.0,0.0,48.54,100.0,0,0,2,7,27,23
2.92,5.11,0.0,0.0,49.61,100.0,0,0,0,7,27,23
2.84,4.86,0.0,0.0,50.45,100.0,0,0,0,7,27,23
2.84,4.72,0.0,0.0,51.56,100.0,0,0,0,7,27,23
2.81,4.61,0.0,0.0,52.05,100.0,0,0,0,7,27,0
2.81,4.75,0.0,0.0,50.92,100.0,1,2,0,7,28,0
2.92,5.04,0.0,0.0,50.13,100.0,1,2,0,7,28,0
2.88,5.15,0.0,0.0,48.81,100.0,1,2,0,7,28,0
2.92,5.47,0.0,0.0,47.09,100.0,1,2,0,7,28,1
2.95,5.47,0.0,0.0,47.47,100.0,1,2,0,7,28,1
3.38,5.72,0.0,0.0,50.87,100.0,1,2,0,7,28,1
3.78,5.9,0.0,0.0,53.95,100.0,1,2,0,7,28,1
3.24,5.62,0.0,0.0,49.95,100.0,1,2,0,7,28,2
3.6,5.83,0.0,0.0,52.54,100.0,1,2,0,7,28,2
3.46,6.23,0.0,0.0,48.55,100.0,1,2,0,7,28,2
3.56,5.94,0.0,0.0,51.41,100.0,1,2,0,7,28,2
3.64,5.98,0.0,0.0,51.99,100.0,1,2,0,7,28,3
3.49,6.01,0.0,0.0,50.22,100.0,1,2,0,7,28,3
4.0,5.8,0.0,0.0,56.77,100.0,1,2,0,7,28,3
3.85,6.08,0.0,0.0,53.5,100.0,1,2,0,7,28,3
3.46,6.23,0.0,0.0,48.55,100.0,1,2,0,7,28,4
3.42,6.16,0.0,0.0,48.54,100.0,1,2,0,7,28,4
3.49,6.26,0.0,0.0,48.69,100.0,1,2,0,7,28,4
3.46,6.37,0.0,0.0,47.73,100.0,1,2,0,7,28,4
3.42,6.62,0.0,0.0,45.9,100.0,1,2,0,7,28,5
3.35,6.41,0.0,0.0,46.32,100.0,1,2,0,7,28,5
3.28,5.33,0.0,0.0,52.41,100.0,1,2,0,7,28,5
3.24,5.44,0.0,0.0,51.17,100.0,1,2,0,7,28,5
3.31,5.44,0.0,0.0,51.98,100.0,1,2,0,7,28,6
3.2,5.36,0.0,0.0,51.26,100.0,1,2,0,7,28,6
3.28,5.22,0.0,0.0,53.2,100.0,1,2,0,7,28,6
3.2,5.15,0.0,0.0,52.78,100.0,1,2,0,7,28,6
3.2,5.0,0.0,0.0,53.91,100.0,1,2,0,7,28,7
4.79,7.45,0.0,0.0,54.08,100.0,1,2,0,7,28,7
6.73,7.85,0.0,0.0,65.09,100.0,1,2,0,7,28,7
6.12,7.63,0.0,0.0,62.57,100.0,1,2,0,7,28,8
18.72,19.01,0.0,0.01,70.17,100.0,1,2,0,7,28,8
42.44,38.88,0.0,0.02,73.74,100.0,1,2,0,7,28,8
51.19,47.74,0.0,0.02,73.13,100.0,1,2,0,7,28,8
35.75,8.21,0.0,0.02,97.46,100.0,1,2,0,7,28,9
35.78,6.41,0.0,0.02,98.43,100.0,1,2,2,7,28,9
36.83,7.63,0.0,0.02,97.92,100.0,1,2,2,7,28,9
49.21,15.62,0.0,0.02,95.31,100.0,1,2,2,7,28,9
47.23,13.21,0.0,0.02,96.3,100.0,1,2,2,7,28,10
46.4,16.27,0.0,0.02,94.37,100.0,1,2,1,7,28,10
39.38,9.68,0.0,0.02,97.11,100.0,1,2,1,7,28,10
40.32,9.47,0.0,0.02,97.35,100.0,1,2,1,7,28,10
56.38,21.92,0.0,0.03,93.2,100.0,1,2,1,7,28,11
67.61,52.92,0.0,0.03,78.75,100.0,1,2,1,7,28,11
45.86,29.2,0.0,0.02,84.35,100.0,1,2,1,7,28,11
57.89,39.13,0.0,0.03,82.85,100.0,1,2,1,7,28,11
27.68,17.96,3.2,0.01,83.89,99.34,1,2,1,7,28,12
4.54,0.0,11.63,0.0,100.0,36.36,1,2,2,7,28,12
4.68,0.0,19.8,0.0,100.0,23.0,1,2,2,7,28,12
4.5,0.0,16.56,0.0,100.0,26.22,1,2,2,7,28,12
4.39,0.0,16.67,0.0,100.0,25.47,1,2,2,7,28,13
35.93,16.42,7.7,0.02,90.95,97.78,1,2,1,7,28,13
47.27,16.38,0.0,0.02,94.49,100.0,1,2,1,7,28,13
46.01,13.97,0.0,0.02,95.69,100.0,1,2,1,7,28,13
45.29,13.03,0.0,0.02,96.1,100.0,1,2,1,7,28,14
71.53,37.76,0.0,0.03,88.43,100.0,1,2,1,7,28,14
44.89,16.27,0.0,0.02,94.02,100.0,1,2,1,7,28,14
63.9,28.48,0.0,0.03,91.34,100.0,1,2,1,7,28,14
49.9,17.75,0.0,0.02,94.22,100.0,1,2,1,7,28,15
44.53,14.11,0.0,0.02,95.33,100.0,1,2,1,7,28,15
41.65,11.12,0.0,0.02,96.62,100.0,1,2,1,7,28,15
44.57,13.39,0.0,0.02,95.77,100.0,1,2,1,7,28,15
50.94,17.82,0.0,0.02,94.39,100.0,1,2,1,7,28,16
50.58,17.32,0.0,0.02,94.61,100.0,1,2,1,7,28,16
48.92,15.19,0.0,0.02,95.5,100.0,1,2,1,7,28,16
33.98,3.89,3.42,0.02,99.35,99.5,1,2,1,7,28,16
22.82,0.0,11.3,0.01,100.0,89.61,1,2,1,7,28,17
11.23,0.0,17.5,0.01,100.0,54.01,1,2,2,7,28,17
3.49,0.0,21.17,0.0,100.0,16.27,1,2,2,7,28,17
3.42,0.0,22.32,0.0,100.0,15.15,1,2,2,7,28,17
3.53,0.0,18.07,0.0,100.0,19.17,1,2,2,7,28,18
3.35,0.0,7.7,0.0,100.0,39.89,1,2,2,7,28,18
3.35,0.0,5.15,0.0,100.0,54.53,1,2,2,7,28,18
4.1,0.0,16.42,0.0,100.0,24.23,1,2,2,7,28,18
4.14,0.0,23.33,0.0,100.0,17.47,1,2,2,7,28,19
2.84,0.0,16.7,0.0,100.0,16.77,1,2,2,7,28,19
2.95,0.0,16.7,0.0,100.0,17.4,1,2,2,7,28,19
2.92,0.0,16.78,0.0,100.0,17.14,1,2,2,7,28,19
2.84,0.0,16.92,0.0,100.0,16.55,1,2,2,7,28,20
2.88,0.0,16.96,0.0,100.0,16.74,1,2,2,7,28,20
2.92,0.0,16.85,0.0,100.0,17.07,1,2,2,7,28,20
2.88,0.0,17.1,0.0,100.0,16.61,1,2,2,7,28,20
2.84,0.0,17.24,0.0,100.0,16.25,1,2,2,7,28,21
2.92,0.0,17.17,0.0,100.0,16.77,1,2,2,7,28,21
2.81,0.0,17.21,0.0,100.0,16.11,1,2,2,7,28,21
2.81,0.0,17.06,0.0,100.0,16.25,1,2,2,7,28,21
2.88,0.0,16.38,0.0,100.0,17.32,1,2,2,7,28,22
2.7,0.86,6.05,0.0,95.28,40.75,1,2,2,7,28,22
2.63,4.0,0.0,0.0,54.94,100.0,1,2,2,7,28,22
2.74,4.14,0.0,0.0,55.19,100.0,1,2,2,7,28,22
3.13,3.74,0.0,0.0,64.18,100.0,1,2,2,7,28,23
2.88,3.71,0.0,0.0,61.32,100.0,1,2,0,7,28,23
2.59,3.71,0.0,0.0,57.24,100.0,1,2,0,7,28,23
2.59,3.74,0.0,0.0,56.93,100.0,1,2,0,7,28,23
2.66,3.96,0.0,0.0,55.76,100.0,1,2,0,7,28,0
2.66,4.07,0.0,0.0,54.71,100.0,1,3,0,7,29,0
2.66,4.1,0.0,0.0,54.43,100.0,1,3,0,7,29,0
2.63,4.14,0.0,0.0,53.62,100.0,1,3,0,7,29,0
3.06,4.43,0.0,0.0,56.83,100.0,1,3,0,7,29,1
3.13,4.5,0.0,0.0,57.1,100.0,1,3,0,7,29,1
2.7,4.39,0.0,0.0,52.39,100.0,1,3,0,7,29,1
2.66,4.43,0.0,0.0,51.48,100.0,1,3,0,7,29,1
2.74,4.57,0.0,0.0,51.42,100.0,1,3,0,7,29,2
2.7,4.5,0.0,0.0,51.45,100.0,1,3,0,7,29,2
2.66,4.5,0.0,0.0,50.89,100.0,1,3,0,7,29,2
2.66,4.54,0.0,0.0,50.55,100.0,1,3,0,7,29,2
2.66,4.43,0.0,0.0,51.48,100.0,1,3,0,7,29,3
2.7,4.64,0.0,0.0,50.29,100.0,1,3,0,7,29,3
2.74,4.61,0.0,0.0,51.09,100.0,1,3,0,7,29,3
2.74,4.68,0.0,0.0,50.52,100.0,1,3,0,7,29,3
2.66,4.68,0.0,0.0,49.41,100.0,1,3,0,7,29,4
3.02,4.57,0.0,0.0,55.13,100.0,1,3,0,7,29,4
3.06,4.46,0.0,0.0,56.57,100.0,1,3,0,7,29,4
2.7,4.75,0.0,0.0,49.42,100.0,1,3,0,7,29,4
2.7,4.9,0.0,0.0,48.26,100.0,1,3,0,7,29,5
2.74,4.93,0.0,0.0,48.58,100.0,1,3,0,7,29,5
2.66,5.11,0.0,0.0,46.17,100.0,1,3,0,7,29,5
2.7,5.04,0.0,0.0,47.22,100.0,1,3,0,7,29,5
2.7,4.93,0.0,0.0,48.03,100.0,1,3,0,7,29,6
2.66,5.0,0.0,0.0,46.97,100.0,1,3,0,7,29,6
2.66,4.86,0.0,0.0,48.01,100.0,1,3,0,7,29,6
2.88,5.0,0.0,0.0,49.91,100.0,1,3,0,7,29,6
3.28,5.33,0.0,0.0,52.41,100.0,1,3,0,7,29,7
2.95,4.93,0.0,0.0,51.35,100.0,1,3,0,7,29,7
2.66,4.61,0.0,0.0,49.98,100.0,1,3,0,7,29,7
2.81,4.54,0.0,0.0,52.63,100.0,1,3,0,7,29,7
3.17,4.5,0.0,0.0,57.59,100.0,1,3,0,7,29,8
19.73,19.44,0.0,0.01,71.23,100.0,1,3,0,7,29,8
34.7,31.82,0.0,0.02,73.7,100.0,1,3,0,7,29,8
32.54,28.55,0.0,0.01,75.17,100.0,1,3,0,7,29,8
35.39,4.32,0.43,0.02,99.26,99.99,1,3,0,7,29,9
35.89,2.81,0.14,0.02,99.69,100.0,1,3,2,7,29,9
32.51,1.8,1.44,0.01,99.85,99.9,1,3,2,7,29,9
35.28,2.88,0.11,0.02,99.67,100.0,1,3,2,7,29,9
32.47,1.84,1.4,0.01,99.84,99.91,1,3,2,7,29,10
31.86,1.51,1.87,0.01,99.89,99.83,1,3,1,7,29,10
35.14,2.48,0.14,0.02,99.75,100.0,1,3,1,7,29,10
32.15,1.58,1.62,0.01,99.88,99.87,1,3,1,7,29,10
35.39,2.77,0.11,0.02,99.7,100.0,1,3,1,7,29,11
32.69,14.51,0.04,0.01,91.4,100.0,1,3,1,7,29,11
34.99,20.34,0.0,0.02,86.45,100.0,1,3,1,7,29,11
34.16,19.08,0.0,0.02,87.3,100.0,1,3,1,7,29,11
11.09,4.54,3.06,0.01,92.55,96.4,1,3,1,7,29,12
3.42,0.0,9.79,0.0,100.0,32.98,1,3,2,7,29,12
3.53,0.0,15.95,0.0,100.0,21.61,1,3,2,7,29,12
3.49,0.0,15.91,0.0,100.0,21.43,1,3,2,7,29,12
3.56,0.0,15.91,0.0,100.0,21.84,1,3,2,7,29,13
12.02,0.43,12.02,0.01,99.94,70.71,1,3,1,7,29,13
33.98,2.45,0.65,0.02,99.74,99.98,1,3,1,7,29,13
32.62,2.38,0.9,0.01,99.73,99.96,1,3,1,7,29,13
33.55,2.27,0.97,0.02,99.77,99.96,1,3,1,7,29,14
35.42,2.92,0.11,0.02,99.66,100.0,1,3,1,7,29,14
34.63,2.3,0.86,0.02,99.78,99.97,1,3,1,7,29,14
32.72,1.94,1.58,0.02,99.82,99.88,1,3,1,7,29,14
33.3,2.52,0.86,0.02,99.71,99.97,1,3,1,7,29,15
28.73,0.97,2.88,0.01,99.94,99.5,1,3,1,7,29,15
34.92,3.13,0.11,0.02,99.6,100.0,1,3,1,7,29,15
33.8,2.48,0.58,0.02,99.73,99.99,1,3,1,7,29,15
34.02,3.02,0.5,0.02,99.61,99.99,1,3,1,7,29,16
35.06,2.95,0.11,0.02,99.65,100.0,1,3,1,7,29,16
32.54,2.12,1.22,0.01,99.79,99.93,1,3,1,7,29,16
32.72,2.16,1.84,0.02,99.78,99.84,1,3,1,7,29,16
5.47,0.0,15.73,0.0,100.0,32.85,1,3,1,7,29,17
3.35,0.0,16.24,0.0,100.0,20.2,1,3,2,7,29,17
3.02,0.0,16.24,0.0,100.0,18.28,1,3,2,7,29,17
2.99,0.0,16.24,0.0,100.0,18.11,1,3,2,7,29,17
3.02,0.0,16.24,0.0,100.0,18.28,1,3,2,7,29,18
2.81,0.0,7.02,0.0,100.0,37.16,1,3,2,7,29,18
2.81,0.0,4.28,0.0,100.0,54.88,1,3,2,7,29,18
2.95,0.0,10.69,0.0,100.0,26.6,1,3,2,7,29,18
3.53,0.0,16.6,0.0,100.0,20.8,1,3,2,7,29,19
3.42,0.0,16.74,0.0,100.0,20.02,1,3,2,7,29,19
2.92,0.0,16.45,0.0,100.0,17.48,1,3,2,7,29,19
2.92,0.0,16.52,0.0,100.0,17.41,1,3,2,7,29,19
2.95,0.0,16.67,0.0,100.0,17.43,1,3,2,7,29,20
3.02,0.0,16.67,0.0,100.0,17.83,1,3,2,7,29,20
2.95,0.0,16.6,0.0,100.0,17.5,1,3,2,7,29,20
3.06,0.0,16.56,0.0,100.0,18.17,1,3,2,7,29,20
3.02,0.0,16.42,0.0,100.0,18.09,1,3,2,7,29,21
3.02,0.0,16.31,0.0,100.0,18.21,1,3,2,7,29,21
3.1,0.0,16.31,0.0,100.0,18.67,1,3,2,7,29,21
3.64,0.0,16.06,0.0,100.0,22.1,1,3,2,7,29,21
3.02,0.0,15.48,0.0,100.0,19.15,1,3,2,7,29,22
2.99,1.12,5.26,0.0,93.65,49.42,1,3,2,7,29,22
2.77,5.08,0.0,0.0,47.87,100.0,1,3,2,7,29,22
2.63,4.32,0.0,0.0,52.0,100.0,1,3,2,7,29,22
2.66,4.32,0.0,0.0,52.43,100.0,1,3,2,7,29,23
2.66,4.25,0.0,0.0,53.05,100.0,1,3,0,7,29,23
3.17,3.96,0.0,0.0,62.49,100.0,1,3,0,7,29,23
3.24,4.1,0.0,0.0,62.0,100.0,1,3,0,7,29,23
2.74,4.46,0.0,0.0,52.35,100.0,1,3,0,7,29,0
2.66,4.57,0.0,0.0,50.3,100.0,0,1,0,7,30,0
2.66,4.72,0.0,0.0,49.1,100.0,0,1,0,7,30,0
2.74,4.79,0.0,0.0,49.65,100.0,0,1,0,7,30,0
2.7,4.82,0.0,0.0,48.87,100.0,0,1,0,7,30,1
2.81,4.97,0.0,0.0,49.22,100.0,0,1,0,7,30,1
2.74,4.97,0.0,0.0,48.28,100.0,0,1,0,7,30,1
2.77,5.04,0.0,0.0,48.17,100.0,0,1,0,7,30,2
2.77,5.0,0.0,0.0,48.46,100.0,0,1,0,7,30,2
2.95,5.18,0.0,0.0,49.49,100.0,0,1,0,7,30,2
3.35,5.29,0.0,0.0,53.5,100.0,0,1,0,7,30,2
2.88,5.0,0.0,0.0,49.91,100.0,0,1,0,7,30,3
2.77,4.93,0.0,0.0,48.98,100.0,0,1,0,7,30,3
2.7,4.79,0.0,0.0,49.1,100.0,0,1,0,7,30,3
2.77,4.79,0.0,0.0,50.06,100.0,0,1,0,7,30,3
2.77,4.9,0.0,0.0,49.21,100.0,0,1,0,7,30,4
2.7,4.82,0.0,0.0,48.87,100.0,0,1,0,7,30,4
2.74,4.82,0.0,0.0,49.42,100.0,0,1,0,7,30,4
2.81,4.93,0.0,0.0,49.52,100.0,0,1,0,7,30,4
2.74,5.08,0.0,0.0,47.47,100.0,0,1,0,7,30,5
2.74,5.04,0.0,0.0,47.76,100.0,0,1,0,7,30,5
2.66,5.0,0.0,0.0,46.97,100.0,0,1,0,7,30,5
3.13,4.64,0.0,0.0,55.92,100.0,0,1,0,7,30,5
2.88,4.75,0.0,0.0,51.85,100.0,0,1,0,7,30,6
2.7,4.9,0.0,0.0,48.26,100.0,0,1,0,7,30,6
2.74,4.82,0.0,0.0,49.42,100.0,0,1,0,7,30,6
2.7,4.79,0.0,0.0,49.1,100.0,0,1,0,7,30,6
2.66,4.79,0.0,0.0,48.55,100.0,0,1,0,7,30,7
2.63,4.64,0.0,0.0,49.31,100.0,0,1,0,7,30,7
3.06,4.72,0.0,0.0,54.4,100.0,0,1,0,7,30,7
3.78,4.43,0.0,0.0,64.91,100.0,0,1,0,7,30,7
3.56,4.68,0.0,0.0,60.54,100.0,0,1,0,7,30,8
27.32,29.38,0.0,0.01,68.1,100.0,0,1,0,7,30,8
62.68,63.86,0.0,0.03,70.05,100.0,0,1,0,7,30,8
56.16,58.46,0.0,0.03,69.28,100.0,0,1,0,7,30,8
58.68,35.96,0.0,0.03,85.26,100.0,0,1,0,7,30,9
58.72,28.15,0.0,0.03,90.17,100.0,0,1,2,7,30,9
57.2,31.43,0.0,0.03,87.64,100.0,0,1,2,7,30,9
62.21,32.94,0.0,0.03,88.38,100.0,0,1,2,7,30,9
59.94,29.56,0.0,0.03,89.69,100.0,0,1,2,7,30,10
47.84,19.22,0.0,0.02,92.79,100.0,0,1,1,7,30,10
50.76,16.34,0.0,0.02,95.19,100.0,0,1,1,7,30,10
48.28,21.28,0.0,0.02,91.51,100.0,0,1,1,7,30,10
54.14,21.82,0.0,0.02,92.75,100.0,0,1,1,7,30,11
44.28,29.38,0.0,0.02,83.33,100.0,0,1,1,7,30,11
56.99,43.06,0.0,0.03,79.79,100.0,0,1,1,7,30,11
44.39,32.0,0.0,0.02,81.12,100.0,0,1,1,7,30,11
34.02,26.53,0.76,0.02,78.86,99.98,0,1,1,7,30,12
5.04,0.0,13.25,0.0,100.0,35.55,0,1,2,7,30,12
7.09,0.0,25.13,0.0,100.0,27.15,0,1,2,7,30,12
6.01,0.0,24.88,0.0,100.0,23.48,0,1,2,7,30,12
5.9,0.0,25.02,0.0,100.0,22.95,0,1,2,7,30,13
18.83,4.46,14.62,0.01,97.31,78.99,0,1,1,7,30,13
60.41,30.38,0.0,0.03,89.34,100.0,0,1,1,7,30,13
66.85,42.73,0.0,0.03,84.26,100.0,0,1,1,7,30,13
53.06,34.49,0.0,0.02,83.84,100.0,0,1,1,7,30,14
48.64,27.83,0.0,0.02,86.8,100.0,0,1,1,7,30,14
50.36,20.88,0.0,0.02,92.37,100.0,0,1,1,7,30,14
59.15,24.66,0.0,0.03,92.3,100.0,0,1,1,7,30,14
76.14,41.26,0.0,0.03,87.92,100.0,0,1,1,7,30,15
74.81,47.09,0.0,0.03,84.63,100.0,0,1,1,7,30,15
74.74,43.02,0.0,0.03,86.67,100.0,0,1,1,7,30,15
83.77,47.99,0.0,0.04,86.77,100.0,0,1,1,7,30,15
106.52,64.51,0.0,0.05,85.54,100.0,0,1,1,7,30,16
85.64,45.94,0.0,0.04,88.12,100.0,0,1,1,7,30,16
83.74,52.2,0.0,0.04,84.86,100.0,0,1,1,7,30,16
75.67,38.74,0.0,0.03,89.01,100.0,0,1,1,7,30,16
92.12,52.06,0.0,0.04,87.06,100.0,0,1,1,7,30,17
74.99,34.27,0.0,0.03,90.95,100.0,0,1,2,7,30,17
62.14,24.59,0.0,0.03,92.98,100.0,0,1,2,7,30,17
41.18,8.14,1.37,0.02,98.1,99.94,0,1,2,7,30,17
31.75,0.0,7.92,0.01,100.0,97.03,0,1,2,7,30,18
51.95,19.08,2.41,0.02,93.87,99.89,0,1,2,7,30,18
54.83,27.11,0.0,0.03,89.64,100.0,0,1,2,7,30,18
73.08,26.71,0.0,0.03,93.92,100.0,0,1,2,7,30,18
75.35,16.88,0.25,0.03,97.58,100.0,0,1,2,7,30,19
60.55,12.67,0.83,0.03,97.88,99.99,0,1,2,7,30,19
72.29,20.2,0.29,0.03,96.31,100.0,0,1,2,7,30,19
86.08,25.49,0.0,0.04,95.88,100.0,0,1,2,7,30,19
57.85,6.98,0.76,0.03,99.28,99.99,0,1,2,7,30,20
81.43,23.76,0.22,0.04,96.0,100.0,0,1,2,7,30,20
85.75,23.76,0.29,0.04,96.37,100.0,0,1,2,7,30,20
51.23,11.45,1.01,0.02,97.59,99.98,0,1,2,7,30,20
23.76,0.83,7.78,0.01,99.94,95.03,0,1,2,7,30,21
3.85,0.0,16.96,0.0,100.0,22.14,0,1,2,7,30,21
4.07,0.0,25.13,0.0,100.0,15.99,0,1,2,7,30,21
3.2,0.0,16.63,0.0,100.0,18.9,0,1,2,7,30,21
3.13,0.0,15.84,0.0,100.0,19.39,0,1,2,7,30,22
2.99,1.04,5.44,0.0,94.45,48.17,0,1,2,7,30,22
2.84,5.18,0.0,0.0,48.07,100.0,0,1,2,7,30,22
2.84,5.04,0.0,0.0,49.09,100.0,0,1,2,7,30,22
2.81,5.26,0.0,0.0,47.12,100.0,0,1,2,7,30,23
2.81,5.11,0.0,0.0,48.19,100.0,0,1,0,7,30,23
2.74,4.79,0.0,0.0,49.65,100.0,0,1,0,7,30,23
2.7,4.61,0.0,0.0,50.54,100.0,0,1,0,7,30,23
2.63,3.89,0.0,0.0,56.01,100.0,0,1,0,7,30,0
2.95,4.03,0.0,0.0,59.07,100.0,0,5,0,7,31,0
3.28,4.18,0.0,0.0,61.73,100.0,0,5,0,7,31,0
3.42,4.1,0.0,0.0,64.06,100.0,0,5,0,7,31,0
3.02,4.36,0.0,0.0,56.94,100.0,0,5,0,7,31,1
2.84,4.54,0.0,0.0,53.03,100.0,0,5,0,7,31,1
2.81,4.54,0.0,0.0,52.63,100.0,0,5,0,7,31,1
2.88,4.64,0.0,0.0,52.74,100.0,0,5,0,7,31,1
2.95,4.68,0.0,0.0,53.32,100.0,0,5,0,7,31,2
2.88,4.43,0.0,0.0,54.51,100.0,0,5,0,7,31,2
2.84,4.36,0.0,0.0,54.58,100.0,0,5,0,7,31,2
3.56,4.25,0.0,0.0,64.21,100.0,0,5,0,7,31,2
3.13,4.0,0.0,0.0,61.63,100.0,0,5,0,7,31,3
2.95,4.07,0.0,0.0,58.69,100.0,0,5,0,7,31,3
2.99,4.03,0.0,0.0,59.58,100.0,0,5,0,7,31,3
2.95,3.96,0.0,0.0,59.74,100.0,0,5,0,7,31,3
2.92,3.96,0.0,0.0,59.35,100.0,0,5,0,7,31,4
3.17,4.0,0.0,0.0,62.11,100.0,0,5,0,7,31,4
3.28,4.1,0.0,0.0,62.47,100.0,0,5,0,7,31,4
3.17,4.21,0.0,0.0,60.15,100.0,0,5,0,7,31,4
3.13,4.28,0.0,0.0,59.03,100.0,0,5,0,7,31,5
3.02,4.18,0.0,0.0,58.56,100.0,0,5,0,7,31,5
3.56,3.92,0.0,0.0,67.23,100.0,0,5,0,7,31,5
3.28,4.1,0.0,0.0,62.47,100.0,0,5,0,7,31,5
3.06,4.14,0.0,0.0,59.44,100.0,0,5,0,7,31,6
3.17,4.14,0.0,0.0,60.79,100.0,0,5,0,7,31,6
3.06,4.1,0.0,0.0,59.81,100.0,0,5,0,7,31,6
3.06,4.14,0.0,0.0,59.44,100.0,0,5,0,7,31,7
3.17,4.5,0.0,0.0,57.59,100.0,0,5,0,7,31,7
3.42,4.32,0.0,0.0,62.07,100.0,0,5,0,7,31,7
5.08,5.4,0.0,0.0,68.52,100.0,0,5,0,7,31,7
27.25,23.58,0.0,0.01,75.62,100.0,0,5,0,7,31,8
58.36,43.7,0.0,0.03,80.05,100.0,0,5,0,7,31,8
80.1,65.7,0.0,0.04,77.32,100.0,0,5,0,7,31,8
90.61,66.56,0.0,0.04,80.59,100.0,0,5,0,7,31,8
64.84,28.55,0.0,0.03,91.52,100.0,0,5,0,7,31,9
78.41,31.93,0.0,0.04,92.62,100.0,0,5,2,7,31,9
55.94,19.55,0.0,0.03,94.4,100.0,0,5,2,7,31,9
67.54,26.35,0.0,0.03,93.16,100.0,0,5,2,7,31,9
78.84,32.36,0.0,0.04,92.51,100.0,0,5,2,7,31,10
53.24,17.35,0.0,0.02,95.08,100.0,0,5,1,7,31,10
63.86,21.6,0.0,0.03,94.73,100.0,0,5,1,7,31,10
66.1,24.98,0.0,0.03,93.54,100.0,0,5,1,7,31,10
60.23,18.4,0.0,0.03,95.64,100.0,0,5,1,7,31,11
81.79,46.62,0.0,0.04,86.88,100.0,0,5,1,7,31,11
84.85,50.58,0.0,0.04,85.9,100.0,0,5,1,7,31,11
83.52,50.54,0.0,0.04,85.56,100.0,0,5,1,7,31,11
58.1,34.6,0.68,0.03,85.92,99.99,0,5,1,7,31,12
6.01,0.0,15.73,0.0,100.0,35.69,0,5,2,7,31,12
6.23,0.0,24.88,0.0,100.0,24.29,0,5,2,7,31,12
6.23,0.0,24.55,0.0,100.0,24.6,0,5,2,7,31,12
6.19,0.0,24.62,0.0,100.0,24.38,0,5,2,7,31,13
58.32,19.58,7.56,0.03,94.8,99.17,0,5,1,7,31,13
115.56,50.69,0.0,0.05,91.58,100.0,0,5,1,7,31,13
57.67,25.02,0.0,0.03,91.74,100.0,0,5,1,7,31,13
38.2,5.9,0.04,0.02,98.83,100.0,0,5,1,7,31,14
42.41,8.68,0.04,0.02,97.97,100.0,0,5,1,7,31,14
52.2,15.48,0.0,0.02,95.87,100.0,0,5,1,7,31,14
48.17,12.6,0.04,0.02,96.75,100.0,0,5,1,7,31,14
49.79,13.43,0.0,0.02,96.55,100.0,0,5,1,7,31,15
50.62,13.18,0.0,0.02,96.77,100.0,0,5,1,7,31,15
44.57,13.82,0.0,0.02,95.51,100.0,0,5,1,7,31,15
41.36,7.49,0.11,0.02,98.4,100.0,0,5,1,7,31,15
37.8,1.58,1.26,0.02,99.91,99.94,0,5,1,7,31,16
31.72,0.14,6.26,0.01,100.0,98.11,0,5,1,7,31,16
28.98,0.0,8.1,0.01,100.0,96.31,0,5,1,7,31,16
28.48,0.0,8.28,0.01,100.0,96.02,0,5,1,7,31,16
11.38,0.0,21.31,0.01,100.0,47.11,0,5,1,7,31,17
10.8,0.0,21.67,0.0,100.0,44.61,0,5,2,7,31,17
4.21,0.0,18.9,0.0,100.0,21.74,0,5,2,7,31,17
